ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3556747,HK635235,09/18/2004 07:00:00 PM,044XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1111,011,37,23,06,1146576,1904952,2004,04/15/2016 08:55:02 AM,41.895164866,-87.737114239,"(41.895164866, -87.737114239)"
3556748,HK642361,09/22/2004 02:30:00 PM,043XX S INDIANA AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0221,002,3,38,06,1178322,1876331,2004,04/15/2016 08:55:02 AM,41.815962427,-87.621391584,"(41.815962427, -87.621391584)"
3556751,HK634772,09/19/2004 09:30:00 PM,052XX W GRACE ST,0560,ASSAULT,SIMPLE,STREET,true,false,1634,016,38,15,08A,1140736,1924763,2004,04/15/2016 08:55:02 AM,41.94963773,-87.758075235,"(41.94963773, -87.758075235)"
3556752,HK639136,09/21/2004 07:16:14 PM,023XX S MILLARD AVE,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,"SCHOOL, PUBLIC, BUILDING",false,false,1013,010,22,30,14,1152408,1888140,2004,04/15/2016 08:55:02 AM,41.84891768,-87.716138614,"(41.84891768, -87.716138614)"
3556753,HK614903,09/10/2004 06:00:00 AM,044XX S CALUMET AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0222,002,3,38,05,1179173,1875715,2004,04/15/2016 08:55:02 AM,41.814252682,-87.618288777,"(41.814252682, -87.618288777)"
3556754,HK641073,09/22/2004 05:35:00 PM,006XX W DIVISION ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CHA PARKING LOT/GROUNDS,true,true,1822,018,27,8,04B,1171881,1908252,2004,04/15/2016 08:55:02 AM,41.903700111,-87.644078325,"(41.903700111, -87.644078325)"
3556755,HK635347,09/19/2004 01:00:00 PM,066XX S RACINE AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,0724,007,17,67,06,1169465,1860722,2004,04/15/2016 08:55:02 AM,41.773326331,-87.654332957,"(41.773326331, -87.654332957)"
3556756,HK640615,09/21/2004 11:00:00 AM,007XX N CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1121,011,27,23,06,1152252,1904639,2004,04/15/2016 08:55:02 AM,41.894195835,-87.716275856,"(41.894195835, -87.716275856)"
3556757,HK614811,09/10/2004 03:25:00 PM,032XX W DOUGLAS BLVD,2027,NARCOTICS,POSS: CRACK,OTHER,true,false,1022,010,24,29,18,1154811,1893104,2004,04/15/2016 08:55:02 AM,41.862491727,-87.70718647,"(41.862491727, -87.70718647)"
3556758,HK639057,09/20/2004 02:45:00 PM,066XX S HOMAN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,0831,008,15,66,08A,1154867,1860568,2004,04/15/2016 08:55:02 AM,41.773207541,-87.707850298,"(41.773207541, -87.707850298)"
3556759,HK614352,08/18/2004 04:00:00 PM,043XX S STATE ST,0890,THEFT,FROM BUILDING,BARBERSHOP,false,false,0221,002,3,38,06,1176995,1876341,2004,04/15/2016 08:55:02 AM,41.816019934,-87.626258945,"(41.816019934, -87.626258945)"
3556760,HK635434,09/20/2004 08:40:00 AM,062XX S RACINE AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,0713,007,16,67,06,1169388,1863488,2004,04/15/2016 08:55:02 AM,41.780918241,-87.654535186,"(41.780918241, -87.654535186)"
3556761,HK639046,09/21/2004 07:00:00 PM,008XX N HAMLIN AVE,0810,THEFT,OVER $500,VACANT LOT/LAND,false,false,1112,011,27,23,06,1150905,1905239,2004,04/15/2016 08:55:02 AM,41.895868773,-87.721207281,"(41.895868773, -87.721207281)"
3556762,HK635871,06/12/2004 08:00:00 PM,059XX N HARLEM AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,1612,016,41,10,08B,1127371,1939048,2004,04/15/2016 08:55:02 AM,41.989072943,-87.806881543,"(41.989072943, -87.806881543)"
3556764,HK642116,09/22/2004 05:00:00 AM,053XX S AVERS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0822,008,23,62,14,1151610,1868970,2004,04/15/2016 08:55:02 AM,41.796328303,-87.719569958,"(41.796328303, -87.719569958)"
3556767,HK641573,09/22/2004 09:36:37 PM,061XX S KIMBARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0314,003,20,42,08B,1185698,1864503,2004,04/15/2016 08:55:02 AM,41.783334618,-87.594708112,"(41.783334618, -87.594708112)"
3556768,HK624381,09/14/2004 11:40:27 PM,120XX S STEWART AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0523,005,34,53,18,1175793,1825086,2004,04/15/2016 08:55:02 AM,41.67539692,-87.632200055,"(41.67539692, -87.632200055)"
3556769,HK615817,09/11/2004 12:10:00 PM,047XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,false,false,0224,002,3,38,06,1179656,1873779,2004,04/15/2016 08:55:02 AM,41.808929094,-87.616576329,"(41.808929094, -87.616576329)"
3556771,HK639191,09/21/2004 06:45:00 PM,060XX S ARCHER AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,false,false,0811,008,23,56,08A,1138206,1868299,2004,04/15/2016 08:55:02 AM,41.794739068,-87.768740531,"(41.794739068, -87.768740531)"
3556774,HK642372,09/12/2004 10:45:00 AM,059XX S HARLEM AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,0812,008,23,64,26,1129392,1864073,2004,04/15/2016 08:55:02 AM,41.783296421,-87.801158076,"(41.783296421, -87.801158076)"
3556776,HK638168,09/21/2004 12:00:00 PM,051XX W NEWPORT AVE,0820,THEFT,$500 AND UNDER,ALLEY,false,false,1634,016,38,15,06,1141419,1922450,2004,04/15/2016 08:55:02 AM,41.943278033,-87.755621889,"(41.943278033, -87.755621889)"
3556777,HK641633,09/22/2004 10:15:00 PM,030XX S KOLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1031,010,22,30,14,1147876,1884010,2004,04/15/2016 08:55:02 AM,41.837672589,-87.732877612,"(41.837672589, -87.732877612)"
3556779,HK614353,09/10/2004 11:20:00 AM,077XX S INGLESIDE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,0624,006,8,69,18,1183899,1853859,2004,04/15/2016 08:55:02 AM,41.754168689,-87.601635756,"(41.754168689, -87.601635756)"
3556780,HK642275,09/22/2004 11:00:00 PM,054XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1522,015,29,25,07,1139942,1899486,2004,04/15/2016 08:55:02 AM,41.880289396,-87.761613303,"(41.880289396, -87.761613303)"
3556781,HK640422,09/22/2004 08:00:00 AM,001XX N KILDARE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1114,011,28,26,06,1147708,1900286,2004,04/15/2016 08:55:02 AM,41.882339184,-87.733076531,"(41.882339184, -87.733076531)"
3556786,HK610446,09/08/2004 01:45:00 PM,046XX W HARRISON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1131,011,24,25,18,1145532,1896951,2004,04/15/2016 08:55:02 AM,41.87322903,-87.741151403,"(41.87322903, -87.741151403)"
3556787,HK641481,09/22/2004 08:17:21 PM,107XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,2234,022,34,75,14,1171557,1833629,2004,04/15/2016 08:55:02 AM,41.698933831,-87.647455677,"(41.698933831, -87.647455677)"
3556789,HK639280,09/21/2004 07:30:00 PM,072XX S WASHTENAW AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0831,008,18,66,08B,1159626,1856553,2004,04/15/2016 08:55:02 AM,41.762093489,-87.690514815,"(41.762093489, -87.690514815)"
3556790,HK640255,09/22/2004 11:00:00 AM,043XX W 26TH ST,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,false,true,1031,010,22,30,26,1147714,1886361,2004,04/15/2016 08:55:02 AM,41.844127154,-87.733411811,"(41.844127154, -87.733411811)"
3556791,HK641187,09/22/2004 06:39:19 PM,071XX S EAST END AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0324,003,8,43,08B,1188769,1857990,2004,04/15/2016 08:55:02 AM,41.765389475,-87.583657122,"(41.765389475, -87.583657122)"
3556793,HK642378,09/23/2004 08:00:00 AM,057XX S KENWOOD AVE,0810,THEFT,OVER $500,STREET,false,false,2133,002,5,41,06,1186086,1867200,2004,04/15/2016 08:55:02 AM,41.790726249,-87.593200474,"(41.790726249, -87.593200474)"
3556795,HK638240,09/21/2004 01:30:00 PM,055XX N LONG AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,false,1623,016,45,11,08A,1139185,1936408,2004,04/15/2016 08:55:02 AM,41.98162107,-87.763491901,"(41.98162107, -87.763491901)"
3556796,HK614174,09/09/2004 05:30:00 PM,049XX S FEDERAL ST,0820,THEFT,$500 AND UNDER,CHA PARKING LOT/GROUNDS,false,false,0231,002,3,38,06,1176533,1872186,2004,04/15/2016 08:55:02 AM,41.804628656,-87.628078719,"(41.804628656, -87.628078719)"
3556798,HK635448,09/21/2004 10:10:00 AM,009XX W GARFIELD BLVD,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,0712,007,16,68,08B,1170772,1868221,2004,04/15/2016 08:55:02 AM,41.793876041,-87.649323127,"(41.793876041, -87.649323127)"
3556799,HK641688,09/20/2004 06:30:00 AM,007XX W 100TH ST,0810,THEFT,OVER $500,STREET,false,false,2232,022,34,73,06,1172941,1838545,2004,04/15/2016 08:55:02 AM,41.712393713,-87.642243669,"(41.712393713, -87.642243669)"
3556800,HK617650,09/11/2004 09:55:00 PM,007XX E 38TH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0212,002,4,36,08B,1181834,1879977,2004,04/15/2016 08:55:02 AM,41.825886753,-87.608396163,"(41.825886753, -87.608396163)"
3556801,HK614308,09/10/2004 11:23:36 AM,030XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,2112,001,2,35,18,1179306,1885032,2004,04/15/2016 08:55:02 AM,41.839816207,-87.617516172,"(41.839816207, -87.617516172)"
3556802,HK638580,09/21/2004 09:00:00 AM,005XX E 67TH ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,true,false,0321,003,20,42,08B,1180952,1860707,2004,04/15/2016 08:55:02 AM,41.773028583,-87.612225062,"(41.773028583, -87.612225062)"
3556805,HK640699,09/22/2004 02:00:00 PM,028XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,1034,010,12,30,08B,1158158,1885141,2004,04/15/2016 08:55:02 AM,41.840572746,-87.695117274,"(41.840572746, -87.695117274)"
3556806,HK610326,09/08/2004 11:55:00 AM,031XX W FIFTH AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,true,false,1124,011,28,27,18,1155262,1898961,2004,04/15/2016 08:55:02 AM,41.878554914,-87.705373612,"(41.878554914, -87.705373612)"
3556807,HK635041,09/19/2004 11:00:00 PM,049XX S KILDARE AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0815,008,23,57,08B,1148530,1871500,2004,04/15/2016 08:55:02 AM,41.803330799,-87.730799675,"(41.803330799, -87.730799675)"
3556808,HK638752,09/18/2004 07:30:00 PM,037XX N PANAMA AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,1631,016,36,17,08B,1121405,1923778,2004,04/15/2016 08:55:02 AM,41.947268814,-87.829156367,"(41.947268814, -87.829156367)"
3556809,HK613362,09/09/2004 03:16:00 PM,056XX S INDIANA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0233,002,20,40,05,1178563,1867587,2004,04/15/2016 08:55:02 AM,41.791962625,-87.620773466,"(41.791962625, -87.620773466)"
3556810,HK642396,09/23/2004 08:00:00 AM,052XX N WINTHROP AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2023,020,48,77,05,1167927,1934918,2004,04/15/2016 08:55:02 AM,41.976959102,-87.657830345,"(41.976959102, -87.657830345)"
3556811,HK627766,09/16/2004 03:42:28 PM,084XX S MUSKEGON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0423,004,10,46,18,1196622,1849523,2004,04/15/2016 08:55:02 AM,41.741963988,-87.555154709,"(41.741963988, -87.555154709)"
3556814,HK613242,09/09/2004 06:50:00 PM,050XX S PRAIRIE AVE,0460,BATTERY,SIMPLE,STREET,false,false,0224,002,3,38,08B,1178891,1871765,2004,04/15/2016 08:55:02 AM,41.803419975,-87.619443526,"(41.803419975, -87.619443526)"
3556815,HK629802,09/17/2004 02:00:00 PM,009XX N SEDGWICK ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA APARTMENT,true,false,1823,018,27,8,26,1173329,1906794,2004,04/15/2016 08:55:02 AM,41.899667232,-87.638802889,"(41.899667232, -87.638802889)"
3556816,HK638376,09/20/2004 11:30:00 PM,100XX S VERNON AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",RESIDENCE,false,false,0511,005,9,49,07,1181014,1838507,2004,04/15/2016 08:55:02 AM,41.712107824,-87.612679298,"(41.712107824, -87.612679298)"
3556817,HK635438,09/20/2004 09:20:00 AM,028XX S PULASKI RD,0460,BATTERY,SIMPLE,GAS STATION,false,false,1031,010,22,30,08B,1150170,1884913,2004,04/15/2016 08:55:02 AM,41.840106225,-87.724436322,"(41.840106225, -87.724436322)"
3556818,HK641090,09/22/2004 05:48:25 PM,073XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,0334,003,7,43,08B,1195265,1857288,2004,04/15/2016 08:55:02 AM,41.763305308,-87.559870854,"(41.763305308, -87.559870854)"
3556819,HK615825,09/11/2004 12:50:00 AM,033XX W 63RD ST,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,0823,008,15,66,18,1155217,1862652,2004,04/15/2016 08:55:02 AM,41.77891936,-87.706511587,"(41.77891936, -87.706511587)"
3556821,HK638072,09/09/2004 09:00:00 AM,059XX S ARCHER AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,false,false,0811,008,23,56,06,1139179,1868505,2004,04/15/2016 08:55:02 AM,41.795286776,-87.765167487,"(41.795286776, -87.765167487)"
3556822,HK634343,09/18/2004 10:25:00 AM,056XX S WOLCOTT AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESIDENCE,false,false,0715,007,15,67,10,1164649,1867308,2004,04/15/2016 08:55:02 AM,41.791502151,-87.67180158,"(41.791502151, -87.67180158)"
3556823,HK614792,09/10/2004 03:17:00 PM,005XX E 42ND PL,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,0213,002,4,38,04A,1180560,1876946,2004,04/15/2016 08:55:02 AM,41.817598861,-87.613163327,"(41.817598861, -87.613163327)"
3556824,HK638944,09/21/2004 05:00:00 PM,062XX N HARLEM AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1612,016,41,10,26,1127374,1941218,2004,04/15/2016 08:55:02 AM,41.995027581,-87.806821436,"(41.995027581, -87.806821436)"
3556825,HK635586,09/20/2004 09:00:00 AM,048XX S CICERO AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0814,008,23,56,06,1145172,1872210,2004,04/15/2016 08:55:02 AM,41.805343087,-87.743097373,"(41.805343087, -87.743097373)"
3556826,HK642133,09/23/2004 08:30:00 AM,058XX S MICHIGAN AVE,1025,ARSON,AGGRAVATED,RESIDENCE,true,false,0233,002,20,40,09,1178157,1866257,2004,04/15/2016 08:55:02 AM,41.7883222,-87.62230252,"(41.7883222, -87.62230252)"
3556827,HK579250,08/24/2004 09:01:29 PM,105XX S EWING AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,0432,004,10,52,18,1202174,1835580,2004,04/15/2016 08:55:02 AM,41.703563787,-87.535286398,"(41.703563787, -87.535286398)"
3556828,HK642384,09/23/2004 10:55:00 AM,028XX W PETERSON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,2413,024,50,2,26,1156155,1939739,2004,04/15/2016 08:55:02 AM,41.990434729,-87.700990326,"(41.990434729, -87.700990326)"
3556829,HK615970,09/11/2004 02:45:00 AM,033XX W MONROE ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1124,011,28,27,18,1154150,1899338,2004,04/15/2016 08:55:02 AM,41.879611695,-87.709446603,"(41.879611695, -87.709446603)"
3556832,HK642411,05/01/2004 12:00:00 PM,114XX S LOWE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2233,022,34,49,26,1174022,1829114,2004,04/15/2016 08:55:02 AM,41.686489755,-87.638563359,"(41.686489755, -87.638563359)"
3556833,HK591701,08/30/2004 05:34:55 PM,047XX W FULTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1113,011,28,25,18,1144783,1901372,2004,04/15/2016 08:55:02 AM,41.885374935,-87.74378988,"(41.885374935, -87.74378988)"
3556835,HK636754,09/20/2004 06:00:00 PM,055XX S CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0824,008,16,63,06,1158649,1867894,2004,04/15/2016 08:55:02 AM,41.793234801,-87.693786537,"(41.793234801, -87.693786537)"
3556836,HK638226,09/21/2004 01:15:00 PM,062XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,STREET,false,false,0314,003,5,42,08B,1187941,1864039,2004,04/15/2016 08:55:02 AM,41.782008198,-87.586499418,"(41.782008198, -87.586499418)"
3556837,HK602513,09/04/2004 03:30:00 PM,046XX S LANGLEY AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,false,false,0222,002,4,38,26,1181715,1874366,2004,04/15/2016 08:55:02 AM,41.810492499,-87.609006268,"(41.810492499, -87.609006268)"
3556838,HK641042,09/22/2004 10:25:00 AM,091XX S LOOMIS ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2222,022,21,73,05,1168600,1844139,2004,04/15/2016 08:55:02 AM,41.727839008,-87.657980998,"(41.727839008, -87.657980998)"
3556839,HK639367,09/21/2004 09:07:00 PM,048XX W HUTCHINSON ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,1624,016,45,15,08B,1143253,1927815,2004,04/15/2016 08:55:02 AM,41.957965954,-87.748746427,"(41.957965954, -87.748746427)"
3556840,HK638017,09/21/2004 11:47:00 AM,061XX W 63RD PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0812,008,13,64,06,1136511,1861785,2004,04/15/2016 08:55:02 AM,41.776893856,-87.775111291,"(41.776893856, -87.775111291)"
3556841,HK637805,09/20/2004 03:30:00 PM,048XX N WASHTENAW AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,ALLEY,false,false,2031,020,40,4,11,1157487,1932305,2004,04/15/2016 08:55:02 AM,41.970008385,-87.69629429,"(41.970008385, -87.69629429)"
3556842,HK642416,09/23/2004 08:00:00 AM,0000X W ADAMS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,false,false,0112,001,42,32,11,1175834,1899439,2004,04/15/2016 08:55:02 AM,41.879428698,-87.629823603,"(41.879428698, -87.629823603)"
3556844,HK597598,09/02/2004 11:33:22 AM,051XX S LOOMIS BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,0933,009,16,61,18,1167867,1870687,2004,04/15/2016 08:55:02 AM,41.800705964,-87.659904736,"(41.800705964, -87.659904736)"
3556845,HK641344,09/22/2004 07:24:00 PM,096XX S SANGAMON ST,0460,BATTERY,SIMPLE,STREET,false,false,2223,022,21,73,08B,1171680,1840846,2004,04/15/2016 08:55:02 AM,41.718735677,-87.646794626,"(41.718735677, -87.646794626)"
3556846,HK640809,09/22/2004 03:05:00 PM,073XX S EVANS AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0323,003,6,69,08B,1182497,1856441,2004,04/15/2016 08:55:02 AM,41.761286569,-87.606693651,"(41.761286569, -87.606693651)"
3556847,HK617355,09/11/2004 06:50:00 PM,0000X N PULASKI RD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,true,false,1115,011,28,26,18,1149725,1899860,2004,04/15/2016 08:55:02 AM,41.881131241,-87.725681101,"(41.881131241, -87.725681101)"
3556849,HK636432,08/30/2004 05:00:00 PM,076XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0835,008,18,70,06,1160704,1853878,2004,04/15/2016 08:55:02 AM,41.754730716,-87.686637486,"(41.754730716, -87.686637486)"
3556850,HK641409,09/22/2004 07:45:00 PM,099XX S HALSTED ST,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,2232,022,34,73,06,1172734,1839039,2004,04/15/2016 08:55:02 AM,41.713753878,-87.642987258,"(41.713753878, -87.642987258)"
3556851,HK642300,09/22/2004 10:00:00 PM,026XX S RIDGEWAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1031,010,22,30,07,1151797,1886181,2004,04/15/2016 08:55:02 AM,41.84355397,-87.718432537,"(41.84355397, -87.718432537)"
3556852,HK642435,09/22/2004 10:00:00 PM,031XX W BELDEN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1414,014,35,22,06,1154978,1915241,2004,04/15/2016 08:55:02 AM,41.923234415,-87.70597927,"(41.923234415, -87.70597927)"
3556854,HK638777,09/21/2004 08:30:00 AM,051XX S KOLIN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0815,008,23,57,06,1148234,1870141,2004,04/15/2016 08:55:02 AM,41.799607185,-87.731920137,"(41.799607185, -87.731920137)"
3556855,HK617510,09/11/2004 08:45:00 PM,011XX N MONTICELLO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1112,011,27,23,18,1151835,1907300,2004,04/15/2016 08:55:02 AM,41.901506101,-87.717737253,"(41.901506101, -87.717737253)"
3556856,HK642437,09/16/2004 01:00:00 PM,012XX N AUSTIN BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,2531,025,29,25,06,1136136,1907719,2004,04/15/2016 08:55:02 AM,41.902950542,-87.775392175,"(41.902950542, -87.775392175)"
3556857,HK597617,09/02/2004 11:39:56 AM,001XX S KILDARE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1115,011,28,26,18,1147740,1899233,2004,04/15/2016 08:55:02 AM,41.879449017,-87.732986074,"(41.879449017, -87.732986074)"
3556858,HK641026,09/19/2004 11:00:00 PM,038XX W 109TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2211,022,19,74,08A,1152702,1831694,2004,04/15/2016 08:55:02 AM,41.694015123,-87.71654527,"(41.694015123, -87.71654527)"
3556860,HK616800,09/11/2004 01:45:00 PM,100XX W OHARE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,AIRPORT/AIRCRAFT,true,false,1651,016,41,76,18,1100658,1934241,2004,04/15/2016 08:55:02 AM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
3556861,HK640933,09/22/2004 02:45:00 PM,072XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0323,003,6,69,08A,1180499,1857165,2004,04/15/2016 08:55:02 AM,41.763319382,-87.613994221,"(41.763319382, -87.613994221)"
3556863,HK617678,09/11/2004 10:10:00 PM,010XX N HARDING AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,true,false,1112,011,27,23,18,1149868,1906572,2004,04/15/2016 08:55:02 AM,41.8995469,-87.724981272,"(41.8995469, -87.724981272)"
3556864,HK637296,09/20/2004 11:47:00 PM,055XX S KEDVALE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0813,008,13,62,26,1149643,1867581,2004,04/15/2016 08:55:02 AM,41.792554987,-87.726819129,"(41.792554987, -87.726819129)"
3556866,HK639998,09/22/2004 08:48:00 AM,042XX W KINZIE ST,0810,THEFT,OVER $500,WAREHOUSE,false,false,1114,011,28,26,06,1148070,1902247,2004,04/15/2016 08:55:02 AM,41.887713431,-87.731696768,"(41.887713431, -87.731696768)"
3556867,HK638137,09/21/2004 12:20:00 PM,071XX S HAMLIN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0833,008,13,65,06,1152268,1856987,2004,04/15/2016 08:55:02 AM,41.763432177,-87.717471709,"(41.763432177, -87.717471709)"
3556868,HK615493,09/10/2004 08:45:00 PM,048XX S INDIANA AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),true,false,0224,002,3,38,26,1178415,1873045,2004,04/15/2016 08:55:02 AM,41.806943245,-87.621150335,"(41.806943245, -87.621150335)"
3556869,HK640020,09/22/2004 09:00:00 AM,108XX S CALUMET AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0513,005,9,49,07,1180502,1833152,2004,04/15/2016 08:55:02 AM,41.697424733,-87.614718022,"(41.697424733, -87.614718022)"
3556870,HK639446,09/21/2004 08:20:00 PM,058XX N ELSTON AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,true,1622,016,45,11,08B,1136236,1938748,2004,04/15/2016 08:55:02 AM,41.988095552,-87.774281465,"(41.988095552, -87.774281465)"
3556871,HK640991,09/22/2004 04:35:24 PM,063XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,true,false,0312,003,20,42,08A,1182653,1863118,2004,04/15/2016 08:55:02 AM,41.779605286,-87.605914931,"(41.779605286, -87.605914931)"
3556872,HK638798,09/21/2004 04:50:00 PM,110XX S MICHIGAN AVE,1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,SIDEWALK,true,false,0513,005,9,49,11,1178795,1831638,2004,04/15/2016 08:55:02 AM,41.693309015,-87.621013915,"(41.693309015, -87.621013915)"
3556873,HK597860,09/02/2004 01:30:00 PM,066XX S KENWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0321,003,5,42,18,1186210,1861206,2004,04/15/2016 08:55:02 AM,41.774275286,-87.592935051,"(41.774275286, -87.592935051)"
3556874,HK632118,09/18/2004 02:10:00 PM,019XX W 66TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0726,007,15,67,08B,1164392,1860892,2004,04/15/2016 08:55:02 AM,41.773901237,-87.672924642,"(41.773901237, -87.672924642)"
